Drug_ID,Drug,Y
"Phosphorothioic acid, O,O'-(thiobis(2-methyl-p-phenylene)) O,O,O',O'-tetramethyl ester",COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(C)c2)cc1C,3.2960000000000003
"Acetamide, N-3-dibenzothienyl-",CC(=O)Nc1ccc2c(c1)sc1ccccc12,2.305
"2-Propenamide, N,N-dimethyl-",C=CC(=O)N(C)C,2.497
"Acetamide, N-((4-bromophenyl)methyl)-2-fluoro- (9CI)",O=C(CF)NCc1ccc(Br)cc1,2.778
"Benzene, (2-(2-ethoxyethoxy)ethoxy)-",CCOCCOCCOc1ccccc1,1.992
Monobromoacetic acid,O=C(O)CBr,3.444
"Ethane, 1,1,2,2-tetrabromo-",BrC(Br)C(Br)Br,2.459
"1H-Azepine, hexahydro-1-(2-ethoxy-2-phenyl-N-propylacetimidoyl)-",CCCN=C(C(OCC)c1ccccc1)N1CCCCCC1,3.138
"Salicylic acid, isopropyl ester, ester with O-methyl phosphoramidothioate",COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,3.762
"2-Pyrrolidinone, 1-octyl-",CCCCCCCCN1CCCC1=O,1.983
"1,3,5,7-Tetrazocine, octahydro-1,3,5,7-tetranitro-",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,1.659
"1,2,4-Benzenetricarboxylic acid, triallyl ester (7CI,8CI)",C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,2.139
"Acetamide, N-(5,6,7,8-tetrahydrocarbazol-1-yl)-",CC(=O)Nc1cccc2c3c([nH]c12)CCCC3,1.771
"Carbonochloridic acid, 2-ethylhexyl ester",CCCCC(CC)COC(=O)Cl,1.551
"2-Butanone, 1-(p-chlorophenoxy)-3,3-dimethyl- (8CI)",CC(C)(C)C(=O)COc1ccc(Cl)cc1,1.6880000000000002
"Acetamidine, 2-(4-chlorophenyl)-N,N'-dipropyl-2-ethoxy-",CCCN=C(NCCC)C(OCC)c1ccc(Cl)cc1,3.8
"Phenol, 4,4'-(1-methylethylidene)bis(2,6-dichloro-",CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1.692
"Isovaleric acid, 2-bromo-, 1,1,1-trichloroisopropyl ester",CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl,2.435
"Benzenamine, 2-ethyl-6-methyl-",CCc1cccc(C)c1N,2.184
"3-Cyclohexene-1-methanol, alpha,alpha,4-trimethyl-, acetate",CC(=O)OC(C)(C)C1CC=C(C)CC1,1.587
"1-Piperazineacetic acid, 4-methyl-, ((5-nitro-2-furanyl)methylene)hydrazide (9CI)",CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.475
"Aniline, N,N-dimethyl-p-phenylazo-, N-oxide",C[N+](C)([O-])c1ccc(N=Nc2ccccc2)cc1,2.04
"2-Aziridinecarboxamide, 1-(1-(2-cyano-1-aziridinyl)-1-methylethyl)-",CC(C)(N1CC1C#N)N1CC1C(N)=O,1.797
"Benzenesulfonamide, 4-amino-N-(5-(1-methylethyl)-1,3,4-thiadiazol-2-yl)-",CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.879
"1-Piperazineacetic acid, 4-dodecyl-, (5-nitrofurfurylidene)hydrazide",CCCCCCCCCCCCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.539
"1-Piperazineacetic acid, 4-(diethylcarbamoyl)-, 2-(5-nitrofurfurylidene)hydrazide",CCN(CC)C(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.677
"Phosphorothioic acid, O-(5-chloro-1,6-dihydro-1-methyl-6-oxo-4-pyridazinyl) O-ethyl O-(1-methylethyl) ester",CCOP(=S)(Oc1cnn(C)c(=O)c1Cl)OC(C)C,3.4610000000000003
"Carbamic acid, methyl-, carvacryl ester",CNC(=O)Oc1cc(C(C)C)ccc1C,2.919
"2-Propenoic acid, 2-chloro-, methyl ester (9CI)",C=C(Cl)C(=O)OC,3.249
"Dipyrido(1,2-a:2',1'-c)pyrazinediium, 6,7-dihydro-",c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.902
"1-Piperazineacetic acid, 4-acetyl-, 2-(5-nitrofurfurylidene)hydrazide",CC(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.966
"1-Piperazinepropionic acid, 4-methyl-, 2-(5-nitrofurfurylidene)hydrazide",CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.013
"Isocyanic acid, alpha,alpha,alpha',alpha'-tetramethyl-m-xylylene ester (8CI)",CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,1.725
"1-Piperazineacetic acid, 4-phenethyl-, 2-(5-nitrofurfurylidene)hydrazide",O=C(CN1CCN(CCc2ccccc2)CC1)NN=Cc1ccc([N+](=O)[O-])o1,3.3310000000000004
"1,4,5,8-Naphthalenetetracarboxylic 1,8:4,5-dianhydride (8CI)",O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,1.5590000000000002
"Benzeneacetic acid, 4-cyclohexyl-alpha-methyl- (9CI)",CC(C(=O)O)c1ccc(C2CCCCC2)cc1,2.9160000000000004
"Benzamide, N-butyl-",CCCCNC(=O)c1ccccc1,1.538
"5,9,14,18-Anthrazinetetrone, 6,15-dihydro-",O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,2.345
"2H-1,2-Benzothiazine-3-carboxylic acid, 4-hydroxy-2-methyl-, ethyl ester, 1,1-dioxide",CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,1.771
"Hydrazinecarboxylic acid, 2-(6-(ethyl(2-hydroxypropyl)amino)-3-pyridazinyl)-, ethyl ester",CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2.138
"Benzoic acid, 2-amino-3,5-dichloro- (9CI)",Nc1c(Cl)cc(Cl)cc1C(=O)O,1.699
"Thiocyanic acid, 1-chloro-1,2-ethanediyl ester",N#CSCC(Cl)SC#N,3.261
"2,2-Propanediamine, 1,3-bis(2,2-dinitro-2-fluoroethoxy)-N,N,N',N'-tetrafluoro-",O=[N+]([O-])C(F)(COCC(COCC(F)([N+](=O)[O-])[N+](=O)[O-])(N(F)F)N(F)F)[N+](=O)[O-],2.744
"1,8-Anthracenedisulfonic acid, 9,10-dihydro-9,10-dioxo-",O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O,2.294
"4(1H)-Pyrimidinone, 6-methyl-2-(1-methylethyl)-",Cc1cc(=O)nc(C(C)C)[nH]1,1.751
"Imidocarbonic acid, cyano-, dimethyl ester (8CI)",COC(=NC#N)OC,1.881
"5H-Furo(3,2-g)(1)benzopyran-5-one, 4-methoxy-7-methyl-",COc1c2ccoc2cc2oc(C)cc(=O)c12,2.442
"Phosphorodithioic acid, S-(2-((4-chlorophenyl)(1-methylethyl)amino)-2-oxoethyl)-, O,O-dimethyl ester",COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,2.892
"Benzeneacetic acid, 4-chloro-alpha-(4-chlorophenyl)- (9CI)",O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.58
"1H-Indene-1,3(2H)-dione, 2-(2,2-dimethyl-1-oxopropyl)-",CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,2.915
"Ethanol, 2-(cyclohexylamino)-",OCCNC1CCCCC1,0.573
"Cholan-24-oic acid, 3,12-dihydroxy-, (3-alpha,5-beta,12-alpha)- (9CI)",CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2.594
"Pteridine, 6-o-tolyl-2,4,7-triamino-",Cc1ccccc1-c1nc2c(N)nc(N)nc2nc1N,2.172
"Ibogamine, 12-methoxy-",CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,2.977
Not Available,CNC(=O)Nc1nnc(C(C)(C)C)s1,2.03
"9,10-Anthracenedione, 1,4-diamino-2-methoxy-",COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,2.479
"Benzoic acid, 2-(((2-methoxyphenyl)methylene)amino)-",COc1ccccc1C=Nc1ccccc1C(=O)O,2.231
"4H-Pyrido(1,2-a)pyrimidine-3-carboxamide, 1,6,7,8-tetrahydro-1,6-dimethyl-4-oxo-",CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21,2.47
"1,4-Benzodioxin-2-carboxylic acid, 2,3-dihydro-, propyl ester (9CI)",CCCOC(=O)C1COc2ccccc2O1,1.475
"Glutaryl chloride (7CI,8CI)",O=C(Cl)CCCC(=O)Cl,2.827
"4,7-Phenanthroline-5,6-quinone",O=C1C(=O)c2ncccc2-c2cccnc21,4.624
"1-Naphthaleneacetic acid, methyl ester",COC(=O)Cc1cccc2ccccc12,2.023
"Phosphoric acid, 2-(1-methylethyl)phenyl diphenyl ester",CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,1.5659999999999998
"Urea, (2-ethylcrotonoyl)-, trans-",CC=C(CC)C(=O)NC(N)=O,1.796
"9,10-Anthracenedione, 2-ethyl-",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.927
"Benzimidazol-5-ol, 4,6-dichloro-2-(trifluoromethyl)-",Oc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,3.67
"Benzene, ethenylmethyl-",C=Cc1cccc(C)c1,1.719
"1,2-Benzenedicarboxylic acid, diphenyl ester",O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,1.6
"1-Penten-3-one, 2-methyl-",C=C(C)C(=O)CC,2.37
"Benzoic acid, 2-benzoyl-",O=C(O)c1ccccc1C(=O)c1ccccc1,1.692
"Acetamide, 2-chloro-2,2-difluoro-N-(2-methyl-4-(((methylamino)carbonyl)oxy)phenyl)-",CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1,3.781
"Naphtho(2,3-c)furan-1(3H)-one, 9-(1,3-benzodioxol-5-yl)-4-((3,4-di-O-methyl-D-xylopyranosyl)oxy)-6,7-dimethoxy-",COc1cc2c(OC3OCC(OC)C(OC)C3O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)COC3=O,4.636
"Acetic acid, mercapto-, isooctyl ester",CC(C)CCCCCOC(=O)CS,2.769
"Ethanesulfonamide, N-(2,6-dimethyl-4-(((methylamino)carbonyl)oxy)phenyl)-",CCS(=O)(=O)Nc1c(C)cc(OC(=O)NC)cc1C,2.565
"Benzenesulfonyl chloride, o-chloro- (6CI,7CI,8CI)",O=S(=O)(Cl)c1ccccc1Cl,1.449
"Benzoyl chloride, 3,5-dichloro-",O=C(Cl)c1cc(Cl)cc(Cl)c1,2.421
"2-Chloro-N-(((4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino)carbonyl)benzenesulphonamide",COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,1.81
"1-Butanesulfonamide, N-cyclohexyl-",CCCCS(=O)(=O)NC1CCCCC1,1.891
Inosine 5'-(trihydrogen pyrophosphate),O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,2.053
"L-Cysteine, N-(2-mercapto-2-methyl-1-oxopropyl)-",CC(C)(S)C(=O)NC(CS)C(=O)O,1.758
"2-Butenedioic acid (Z)-, dioctyl ester (9CI)",CCCCCCCCOC(=O)C=CC(=O)OCCCCCCCC,1.38
"2,4-Imidazolidinedione, 3-ethyl-5-phenyl-",CCN1C(=O)NC(c2ccccc2)C1=O,2.134
"Benzoyl chloride, dichloro-",O=C(Cl)c1cccc(Cl)c1Cl,1.953
"1,4-Dioxane, dimethyl- (9CI)",CC1(C)COCCO1,1.588
"1H-Purine-2,6-dione, 3,7-dihydro-1,8-dimethyl-3-(2-methylbutyl)-",CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21,3.451
"Silane, triethoxyoctyl-",CCCCCCCC[Si](OCC)(OCC)OCC,1.495
"Naphthalene, 1-(chloromethyl)-",ClCc1cccc2ccccc12,2.298
"3H-Pyrazol-3-one, 2,4-dihydro-5-methyl-2-(4-methylphenyl)-",CC1=NN(c2ccc(C)cc2)C(=O)C1,1.403
"Acetic acid, isocyanato-, ethyl ester",CCOC(=O)CN=C=O,2.0580000000000003
"4(3H)-Quinazolinone, 2-methyl-3-(3-methyl-1-phenyl-1H-pyrazol-5-yl)-",Cc1cc(-n2c(C)nc3ccccc3c2=O)n(-c2ccccc2)n1,2.245
"2,4,6(1H,3H,5H)-Pyrimidinetrione, 5-(1,3-dimethylbutyl)-5-ethyl- (9CI)",CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,3.506
"2-Naphthalenesulfonic acid, 7-amino-4-hydroxy-",Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,1.318
"1-Propanol, 3-nitro-",O=[N+]([O-])CCCO,3.135
"Acetophenone, 2',3',4',5',6'-pentachloro-",CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.369
"4-Pyridinol, 3,5-dichloro-2,6-dimethyl-",Cc1nc(C)c(Cl)c(O)c1Cl,1.028
"Benzamide, 5-bromo-N-(4-bromophenyl)-2-hydroxy-",O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,2.957
"2-Propynylamine, 1,1-dimethyl- (6CI,7CI,8CI)",C#CC(C)(C)N,1.7519999999999998
"Cyclohexaneacrylic acid, beta-methyl-",CC(=CC(=O)O)C1CCCCC1,1.764
"Benzoic acid, 2-hydroxy-, 3-methylbutyl ester",CC(C)CCOC(=O)c1ccccc1O,1.8
"Benzoic acid, 2-hydroxy-, 3-hexenyl ester, (Z)-",CCC=CCCOC(=O)c1ccccc1O,1.644
2-Ethoxycyclohexan-1-ol,CCOC1CCCCC1O,2.254
"Butane, 1,1,2,3,4,4-hexachloro-",ClC(Cl)C(Cl)C(Cl)C(Cl)Cl,2.821
"Quinoline, 6-(sec-butyl)- mixed with 8-(sec-butyl)quinoline (4:1)",CCC(C)c1ccc2ncccc2c1,2.259
Dipropylene glycol,CCC(O)OC(O)CC,0.956
"Thiophene, 3,4-dichlorotetrahydro-, 1,1-dioxide (8CI)(9CI)",O=S1(=O)CC(Cl)C(Cl)C1,2.594
"Propanoic acid, 2-methyl-, monoester with 2,2,4-trimethyl-1,3-pentanediol",CC(C)C(=O)OCC(C)(C)C(O)C(C)C,1.83
"9,10-Secocholesta-5,7,10(19)-triene-1,3-diol, (1-alpha,3-beta,5E,7E)-",C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,3.071
"Benzene, 1,2,3-trichloro-",Clc1cccc(Cl)c1Cl,1.996
"1,1'-(m-Phenylene)bis-1H-pyrrole-2,5-dione (9CI)",O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,2.292
"Ethanethioic acid, (4-chloro-2-methylphenoxy)-, S-ethyl ester (9CI)",CCSC(=O)COc1ccc(Cl)cc1C,2.491
"Glycine, N-((hydroxyphenoxyphosphinyl)methyl)-, methyl ester",COC(=O)CNCP(=O)(O)Oc1ccccc1,1.801
"Phenol, 2,6-bis(1,1-dimethylethyl)-4-(methoxymethyl)-",COCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.371
"Benzene, bis(1-methylethyl)-",CC(C)c1ccccc1C(C)C,1.464
"2,4,6-Octatriene, 2,6-dimethyl-, (4E,6E)-",CC=C(C)C=CC=C(C)C,1.856
"Carbamoyl chloride, diethyl-",CCN(CC)C(=O)Cl,1.7009999999999998
"Silane, dimethoxymethylphenyl-",CO[Si](C)(OC)c1ccccc1,2.31
Not Available,N#Cc1ccc(F)cc1C#N,4.019
"Phenol, 2-(1,1-dimethylethyl)-",CC(C)(C)c1ccccc1O,2.533
"1,3-Propanediol, 2-methyl-2-((nitrooxy)methyl)-, dinitrate (ester)",CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.395
"Triethylamine, 2-(3,5-dibromo-2-methoxybenzyloxy)-",CCN(CC)CCOCc1cc(Br)cc(Br)c1OC,2.898
Isodecyl alcohol,CC(C)CCCCCCCO,1.482
"Benzo(g)quinazolin-4(3H)-one, 3-amino-",Nn1cnc2cc3ccccc3cc2c1=O,2.592
4-Nitro-1H-imidazole (9CI),O=[N+]([O-])c1c[nH]cn1,2.275
"1H-Indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-, 2-carboxy-2-phenylethyl ester",COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,3.474
"2H-Benzimidazole-2-thione, 5-chloro-1,3-dihydro- (9CI)",S=c1[nH]c2ccc(Cl)cc2[nH]1,3.09
1-Piperidineethanol,OCCN1CCCCC1,1.936
"1,3-Propanediol, 2-nitro-1-phenyl-, diacetate (ester), (R*,R*)-",CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+](=O)[O-],1.939
"3(2H)-Pyridazinone, 5-amino-4-bromo-2-phenyl-",Nc1cnn(-c2ccccc2)c(=O)c1Br,1.496
"Thymine, 1-(2,3-dideoxy-beta-D-glycero-pent-2-enofuranosyl)- (7CI,8CI)",Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1.749
"Nicotinic acid, monoester with 3-(o-methoxyphenoxy)-1,2-propanediol",COc1ccccc1OCC(O)COC(=O)c1cccnc1,1.595
"(2,2'-Binaphthalene)-8,8'-dicarboxaldehyde, diamino-1,1',6,6',7,7'-hexahydroxy-3,3'-dimethyl-5,5'-bis(1-methylethyl)-",Cc1c(-c2c(C)c(N)c3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1N,2.225
"Methane, sulfonylbis(trichloro-",O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.639
"1,2,4,5-Benzenetetracarboxylic 1,2:4,5-dianhydride (8CI)",O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1.987
"2-Propenoic acid, cyclohexyl ester",C=CC(=O)OC1CCCCC1,1.246
"Isoxazolo(3,4-d)pyridazin-7(6H)-one, 3,4,6-trimethyl-",Cc1nn(C)c(=O)c2noc(C)c12,2.253
"2,5-Pyrrolidinedione, 1-amino-3-(3-bromophenyl)- (9CI)",NN1C(=O)CC(c2cccc(Br)c2)C1=O,2.226
"Benzene, 1,4-dimethyl-2-nitro-",Cc1ccc(C)c([N+](=O)[O-])c1,1.7919999999999998
"Acetic acid, (3-(1,1-dimethylethyl)phenoxy)-, propyl ester",CCCOC(=O)COc1cccc(C(C)(C)C)c1,2.143
"Isoxazolo(3,4-d)pyridazin-7(6H)-one, 6-methyl-4-phenyl-",Cn1nc(-c2ccccc2)c2conc2c1=O,2.356
"Phosphorothioic acid, O,O-dimethyl O-(p-(methylthio)phenyl) ester",COP(=S)(OC)Oc1ccc(SC)cc1,4.422
"Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, butyl ester",CCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,4.22
"Isoxazolo(3,4-d)pyridazin-7(6H)-one, 4,6-diphenyl-",O=c1c2nocc2c(-c2ccccc2)nn1-c1ccccc1,2.461
"Phenol, 2-(1-methylpropyl)-",CCC(C)c1ccccc1O,2.672
"Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, undecyl ester",CCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.935
"Isoxazolo(3,4-d)pyridazin-7(6H)-one, 3,6-dimethyl-4-phenyl-",Cc1onc2c(=O)n(C)nc(-c3ccccc3)c12,2.382
"Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, dodecyl ester",CCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.791
"Butane, 1,2-epoxy-4,4,4-trichloro-",ClC(Cl)(Cl)CC1CO1,2.068
"Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, tetradecyl ester",CCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,4.012
"Phosphine sulfide, tributyl-",CCCCP(=S)(CCCC)CCCC,2.521
"Benzoyl chloride, 2,4-dichloro-",O=C(Cl)c1ccc(Cl)cc1Cl,1.655
"Isoxazolo(3,4-d)pyridazin-7(6H)-one, 4-phenyl-",O=c1[nH]nc(-c2ccccc2)c2conc12,2.329
"2-Cyclopenten-1-one, 2-pentyl-",CCCCCC1=CCCC1=O,1.84
"Acetic acid, 2,4,5-trichlorophenoxy-, 2-butoxypropyl ester",CCCCOC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.869
"Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, octadecyl ester",CCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.422
"1,2,3-Benzotriazin-4(3H)-one (8CI)",O=c1nn[nH]c2ccccc12,2.393
"Phosphoramidic acid, 2-propenyl-, 2-chloroethyl-2,2-dichloroethenyl ester",C=CCNP(=O)(OC=C(Cl)Cl)OCCCl,4.071000000000001
2-Cyclohexyl cyclohexanone,O=C1CCCCC1C1CCCCC1,1.557
"Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, decyl ester",CCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.443
"Phosphoramidic acid, 2-propenyl-, cyclohexyl-2,2-dichloroethenyl ester",C=CCNP(=O)(OC=C(Cl)Cl)OC1CCCCC1,3.497
"Phenol, 3-methyl-4-(methylthio)-",CSc1ccc(O)cc1C,1.6569999999999998
"2-Propanol, 1,1',1''-(phosphinidynetris((1-methylethylene)oxy))tri-",CC(O)COC(C)CP(CC(C)OCC(C)O)CC(C)OCC(C)O,1.4269999999999998
"Acrylic acid, 2-methoxyethyl ester (8CI)",C=CC(=O)OCCOC,2.507
"1,2-Benzenedicarbonitrile",N#Cc1ccccc1C#N,3.631
"1-Propanol, 2-methyl-2-(methylsulfinyl)-",CS(=O)C(C)(C)CO,1.081
"3-Pentanone, 1-(4-chlorophenyl)-4,4-dimethyl-",CC(C)(C)C(=O)CCc1ccc(Cl)cc1,1.854
"1-Propanol, 2-methyl-2-(methylsulfonyl)-",CC(C)(CO)S(C)(=O)=O,1.129
"Benzamide, N-(3,4-dichlorophenyl)-N-((dimethylamino)carbonyl)-",CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,1.829
"Propanamide, 2-methyl-2-(methylsulfinyl)- (9CI)",CS(=O)C(C)(C)C(N)=O,0.97
"Propanoic acid, 2-(4-((6-chloro-2-benzothiazolyl)oxy)phenoxy)-, ethyl ester",CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1,2.62
"Carbanilic acid, 3-chloro-, 2-butenylene ester",O=C(Nc1cccc(Cl)c1)OCC#CCOC(=O)Nc1cccc(Cl)c1,2.286
"3-Buten-2-one, 4-(3,4-(methylenedioxy)phenyl)- (6CI,7CI,8CI)",CC(=O)C=Cc1ccc2c(c1)OCO2,1.6769999999999998
"Propionic acid, 2-methyl-2-(methylsulfonyl)-",CC(C)(C(=O)O)S(C)(=O)=O,1.465
"Ethanol, 2-(ethyl(3-methylphenyl)amino)-",CCN(CCO)c1cccc(C)c1,2.117
"Propanoic acid, 2-(4-((6-chloro-2-benzoxazolyl)oxy)phenoxy)-, ethyl ester, (+-)-",CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,2.186
"1,3-Pentanediol",CCC(O)CCO,0.7170000000000001
Neopinamine,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.83
Not Available,CN(C)C(=O)ON=C(C#N)c1ccccc1,3.848
"Ethanol, 2,2'-((m-chlorophenyl)imino)di- (8CI)",OCCN(CCO)c1cccc(Cl)c1,1.622
"1,1':3',1''-Terphenyl",c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1.982
"2H-1,3-Benzoxazin-4(3H)-one, 2-ethyl-",CCC1NC(=O)c2ccccc2O1,2.131
"Benzenecarbohydrazonoyl chloride, N-(2,4,6-trichlorophenyl)- (9CI)",ClC(=NNc1c(Cl)cc(Cl)cc1Cl)c1ccccc1,2.668
"1H-Naphtho(2,1-b)pyran-1-one, dodecahydro-5-(acetyloxy)-3-ethenyl-3,4a,7,7,10a-pentamethyl-6,10,10b-trihydroxy-, (3R-(3-alpha,4a-beta,5-beta,6-beta,6a-alpha,10-alpha,10a-beta,10b-alpha))-",C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C,2.207
"Phenol, 2-butyl- (9CI)",CCCCc1ccccc1O,2.375
"Ethanol, 2-(2-(heptyloxy)ethoxy)-",CCCCCCCOCCOCCO,1.842
"Methanesulfonamide, N-(2-((4-amino-3-methylphenyl)ethylamino)ethyl)-",CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1,2.832
"Benzoic acid, 6-(7-(5-ethyl-5-(5-ethyltetrahydro-5-hydroxy-6-methyl-2H-pyran-2-yl)tetrahydro-3-methyl-2-furanyl)-4-hydroxy-3,5-dimethyl-6-oxononyl)-2-hydroxy-3-methyl-, (2R-(2alpha(2S*(3R*,4S*,5S*,7R*),3S*,5S*),5alpha,6beta))-",CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,3.685
"4,7-Methano-1H-indene, 1-bromo-4,5,6,7,8,8-hexachloro-3a,4,7,7a-tetrahydro-",ClC1=C(Cl)C2(Cl)C3C(Br)C=CC3C1(Cl)C2(Cl)Cl,2.604
"Butanamide, N-(2-methoxyphenyl)-3-oxo-",COc1ccccc1NC(=O)CC(C)=O,2.112
"2,5-Thiomorpholinedione, 3,3,6-trimethyl-, 2-(O-((methylamino)carbonyl)oxime)",CNC(=O)ON=C1SC(C)C(=O)NC1(C)C,5.443
"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris(3-(trimethoxysilyl)propyl)-",CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,2.557
"Benzenepropanamide, N-(2-methoxyphenyl)-beta-oxo-",COc1ccccc1NC(=O)CC(=O)c1ccccc1,2.226
"Propanoic acid, 2-(4-(4-chlorophenoxy)phenoxy)-",CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O,2.387
"2,5-Thiomorpholinedione, 3,4-dimethyl-, 2-(O-((methyl((trichloromethyl)thio)amino)carbonyl)oxime)",CC1C(=NOC(=O)N(C)SC(Cl)(Cl)Cl)SCC(=O)N1C,5.032
"Ethanol, 2-(N-ethylanilino)- (8CI)",CCN(CCO)c1ccccc1,2.003
"Pregna-1,4-diene-3,20-dione, 7-chloro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)-, (7alpha,11beta,16alpha)-",CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,2.161
"Phenol, 2-hexyl- (9CI)",CCCCCCc1ccccc1O,2.137
